key,id,source,status,name,organization,operating_unit,location,address,address_details,description,phone_numbers,email_address,urls,manual_url,situations,services
rec29XIDC9Zs8OxSj,meser-b-211497,entities,ACTIVE,יסמין בית צפפה,"[""recK7A7CiulOrbLPx""]",,"[""recyeeatJIe7uJMYw""]",בית צפפה 35 ירושלים,,,"[""02-650-1639""]",,,,,"[""recpmSmosqP1i4xL1""]"
recZ2JZksCrQJ4WAy,meser-b-211498,entities,ACTIVE,מעון ביתנו,"[""recK7A7CiulOrbLPx""]",,"[""recgW41ffi6ihwjtD""]",סלזיאן 6122 נצרת,,,"[""04-655-6781""]",,,,,"[""recf2DiWo1c0cSvPO""]"
rec1DkmdHDqhHxz7I,meser-b-211499,entities,ACTIVE,,"[""recbEyNZLUJhSPRLm""]",,"[""recizVwitmPTzmkgX""]",רהט 149 רהט,,,"[""08-991-7235""]",,,,,"[""rec0qJK99YONnCIlM""]"
rec5dckqpPqmevO9g,meser-b-211501,entities,ACTIVE,,"[""recezGINBYMq1G70W""]",,"[""rec0CnzQN0KlxePV3""]","א.מ כפר חבד 2025 כפר חב""ד",,,"[""03-960-0667""]",,,,,"[""recVZbnycrVISY6Cm""]"
rec1P6jcvx88lbkQJ,meser-b-211503,entities,ACTIVE,בית קאנא,"[""rec0FKXBerTa4oUOP""]",,"[""rec7nR1Zisi2G4Ytc""]",כפר כנא,,,"[""04-626-6385""]",,,,,"[""recjal2OxlOntORT5""]"
recYE0afhsroeMjcw,meser-b-211504,entities,ACTIVE,,"[""recufIuLlcVNxbtyj""]",,"[""rec3mv6eC9hvmntnS""]",הזית 16 עכו,,,[],,,,,"[""recdBEt85g19mrwDR""]"
recAYYXzjkobAqfeK,meser-b-211515,entities,ACTIVE,טף לטף,"[""recx3uCVnY1sE3J06""]",,"[""rec4T9xqO3VGwB9si""]",רבינו תם 2 מודיעין עילית,,,"[""08-974-1163""]",,,,,"[""recWAopDO5RilQcQI""]"
recysycgSnmg5mxCQ,meser-b-211531,entities,ACTIVE,,"[""recz9xyLkekBDla05""]",,"[""recAbsWEVM7kBoGSW""]",נחם,,,"[""02-995-8893""]",,,,,"[""reckYfgF6Tyw9VFyR""]"
reckvr1EoJog47c48,meser-b-211532,entities,ACTIVE,,"[""recTWuoiUDJOfy1BI""]",,"[""recTvrK2ndP3kXy6M""]",דרך בית חנינא 10 ירושלים,,,"[""02-582-3055""]",,,,,"[""recuUOoiCvgIt4rDG""]"
recbZ78eDvKZUdoZt,meser-b-211533,entities,ACTIVE,רוס,"[""recVoXSMG1RnQTet6""]",,"[""recKBKycvG46s0XBJ""]",גת 19 ירושלים,,,[],,,,,"[""recndvf02dDfEpGH4""]"
recXy2lvMPPyk1EGH,meser-b-211547,entities,ACTIVE,,"[""recELpQ7oyuPkCBWL""]",,"[""reckUNhAchF3npMU4""]",עפרוני 8 עכו,,,"[""04-823-2136""]",,,,,
recl6d0mEUSsreycy,meser-b-211555,entities,ACTIVE,,"[""recTQ5Xn1PP5RdTKp""]",,"[""rec8b2phRdCKRjpqN""]",ירכא,,,"[""04-956-8602""]",,,,,"[""recnYfqs69YAbNZ0q""]"
rec1ZOjtp7szZX6yl,meser-b-211556,entities,ACTIVE,,"[""recsGYt1ngC2Jmn3a""]",,"[""recCawZV7RSaKRnUv""]",סיתוונית 2 בית שמש,,,[],,,,,
recrmvfU2TcUghRbU,meser-b-211557,entities,ACTIVE,,"[""recZ6ovc3LF7ngw1f""]",,"[""recSRo8evARZUhyF3""]",עין כרם 1 ירושלים,,,"[""02-631-0174""]",,,,,
recDOjkexTKItAkoR,meser-b-211579,entities,ACTIVE,"מיח""א","[""recP83eJYjOV3AQly""]",,"[""recHVzWm6NvAIRWhC""]",ארליך 5 טבריה,,,[],,,,,"[""reczFWCPJvP8Hxmmk""]"
recJdXmydBM1397fl,meser-b-211590,entities,ACTIVE,,"[""recfbqj5KviwNBUcL""]",,"[""recPIqF25J8uyF00T""]",מאיר גולדה 29 חיפה,,,"[""04-811-1083""]",,,,,
reciBlgSNnOzXAQEk,meser-b-211594,entities,ACTIVE,,"[""recTQ5Xn1PP5RdTKp""]",,"[""reco6X4JMWmeDw5vI""]",אלחשנה 1/1 ירכא,,,"[""04-956-8601""]",,,,,"[""recyYAJeANO6gZUgY""]"
recMeQ6SXc8qvE3t7,meser-b-211598,entities,ACTIVE,,"[""rec6dnPo92Gd08aEE""]",,"[""recUTWYnUdH1ENWSG""]",הרב מימון 14 ירושלים,,,"[""02-544-4577""]",,,,,"[""recN2zcq7sUXKrKL4""]"
recQ0s8HGqV655PxL,meser-b-211599,entities,ACTIVE,,"[""recZpjspiIDcmpzUB""]",,"[""recgDVWtyf8gmXLgI""]",חפץ חיים 12 קרית אתא,,,[],,,,,"[""recDM7eS3TAcTvELe""]"
recVJG6jWgiCiWWkS,meser-b-211600,entities,ACTIVE,שייפר,"[""recZpjspiIDcmpzUB""]",,"[""rec4sE7sxq6LA2DkQ""]",זמורה 8 כרמיאל,,,[],,,,,"[""rec8udeq8MNappYod""]"
recuMlzmkPlPUSP4W,meser-b-211605,entities,ACTIVE,,"[""recf5rzAnifbvt5f6""]",,"[""reccCEGdA9Ba8tYB5""]","א.מ רשב""י 21 מודיעין עילית",,,"[""08-860-5222""]",,,,,
recEhz1ezOuExQwdB,meser-b-211608,entities,ACTIVE,,"[""recufIuLlcVNxbtyj""]",,"[""recqbtzFUeSMOr1dC""]",ליבריה 13 חיפה,,,[],,,,,"[""recfiVk2sjTRPPdIc""]"
rec5dRwvphCjgTgvR,meser-b-211611,entities,ACTIVE,רמת דוד,"[""recIn4VQk16XWlKjK""]",,"[""recGtNyXAvjJRz8WM""]","רשב""ם 10 אלעד",,,"[""054-439-1804""]",,,,,"[""recrDGpj2YG1L3aQT""]"
recKBfJnpKOcpAWKZ,meser-b-211625,entities,ACTIVE,,"[""recxRvDN6ZIxHFLzy""]",,"[""recmucncXJShpzufu""]",א.מ שד גולדה מאיר 474 ירושלים,,,"[""02-548-8000""]",,,,,"[""reca5RDgeVYciBt0q""]"
recJhERqS4NIX6Ut3,meser-b-211629,entities,ACTIVE,,"[""recfwemWnib6PcDd0""]",,"[""recz0Ax7fgfxVUxhQ""]",בינה ודעת 1 עופרה,,,"[""02-997-8231""]",,,,,"[""recthqGS1JQXoX73S""]"
recuc3KFERzZlQo2F,meser-b-211648,entities,ACTIVE,,"[""recKcxJK4EDDqRDez""]",,"[""recac54mgCkZigDRy""]",הרב דייטש יעקב 3 פתח תקווה,,,"[""03-771-8482""]",,,,,"[""recRDYteevjtyQaXJ""]"
recUmwPIfG2QtOGvH,meser-b-211650,entities,ACTIVE,אורים,"[""recYmeQZbF9VfhIMJ""]",,"[""recOL1FU6MirUaciH""]",גרניט 1 אילת,,,"[""08-637-7390""]",,,,,"[""rec6bGhKrLtV1sYkW""]"
recdBJNudKMp4ictM,meser-b-211654,entities,ACTIVE,בית ספר אייל,"[""recufIuLlcVNxbtyj""]",,"[""rec9XYxjmgOAO3b2s""]",א.מ ויצמן 35 עכו,,,"[""04-995-6016""]",,,,,"[""reczDpadCVYFoBdE0""]"
rec2VWANBTvnZeqSM,meser-b-211655,entities,ACTIVE,,"[""recufIuLlcVNxbtyj""]",,"[""reciCQ5ZnQC7ELH83""]",שני אליהו 19 עכו,,,"[""050-842-2373""]",,,,,"[""rece0efXOLd22GKL6""]"
recpx8hQqetwsq83p,meser-b-211656,entities,ACTIVE,אלוטף,"[""recY4jIdZ0DPfsE41""]",,"[""recBPj1hCwuawhsZi""]",בר-לב חיים 3 ראשון לציון,,,[],,,,,"[""recykQtWcqC5TCjb2""]"
recDi1O8lqpMz5BQt,meser-b-211659,entities,ACTIVE,רמת שלמה,"[""recZFgnnIFJAhCXXx""]",,"[""recf4ANjHeqy4VpEK""]",א.מ הרב מוצפי 5 ירושלים,,,[],,,,,"[""recqyFxZM4dNyWJ1m""]"
rec1bcx3j0C0Xe01U,meser-b-211671,entities,ACTIVE,,"[""rec0rrN8vqfe11dt0""]",,"[""recWjETjuzcwV9Eaa""]",פלדה 19 ערד,,,"[""08-997-1826""]",,,,,"[""recjEbbhpJqjs6WMr""]"
recBkeCw4iYUjnXKp,meser-b-211689,entities,ACTIVE,,"[""recufIuLlcVNxbtyj""]",,"[""reciCQ5ZnQC7ELH83""]",שני אליהו 19 עכו,,,"[""050-842-2373""]",,,,,"[""reczPiwPU1pvUFOjH""]"
recnRk0rES48GgxBt,meser-b-211690,entities,ACTIVE,,"[""recoQ2LqQt9PxebSG""]",,"[""recRyqXWtZY4T85KG""]",א.מ חרצית 2 טירת כרמל,,,"[""04-608-2934""]",,,,,
recCPQBBPlBU5vbXe,meser-b-211692,entities,ACTIVE,,"[""recxRvDN6ZIxHFLzy""]",,"[""recmucncXJShpzufu""]",א.מ שד גולדה מאיר 474 ירושלים,,,"[""02-548-8000""]",,,,,"[""recxVCNi1N3PAy8Mr""]"
rec1xDHmNAPL4RzVh,meser-b-211696,entities,ACTIVE,,"[""rec9MXlWIIrsC5QQ8""]",,"[""rec7pUGVDjXUL00fu""]",וולפסון דוד 17 באר שבע,,,"[""08-620-8060""]",,,,,"[""rec5aFcxkemM92J91""]"
recaWUP8GIWo5oSkf,meser-b-211701,entities,ACTIVE,שולמית,"[""rec82WT0MU8IU6Pec""]",,"[""recjtB3SQkLhaRLg0""]",צבעוני 34 אשקלון,,,[],,,,,"[""recQH4aqlt8LgJHul""]"
rec0RZZhvs2AoDJQK,meser-b-211702,entities,ACTIVE,,"[""rec0bBIUCOzhngwTQ""]",,"[""recXGEeOy2qPy5lsW""]",בעל הטורים 2 מודיעין עילית,,,[],,,,,"[""recueKCR8q9QVsPfp""]"
recElowPOjiZn6JyT,meser-b-211728,entities,ACTIVE,התאנה,"[""recfbqj5KviwNBUcL""]",,"[""recQzj77GsbIUxn5V""]",רמבם 14 באר שבע,,,"[""08-857-1736""]",,,,,
recys2V8GxZmsCmLp,meser-b-211744,entities,ACTIVE,,"[""recAT2st3mWcvIHxH""]",,"[""rechEwccz7bnQ2z1I""]",א.מ שד השלום 80 כרמיאל,,,[],,,,,
rec9oSSMwfPcfClNC,meser-b-211778,entities,ACTIVE,,"[""recGAsWn8K1t5OFGy""]",,"[""rec4ZocL5lndKsbZ4""]",א.מ הופרט יעקב 10 צפת,,,"[""050-415-5568""]",,,,,
recLFCcw9xdElH7ri,meser-b-211779,entities,ACTIVE,,"[""recZg9KfE0PFGIkNu""]",,"[""reciq31K4MvsjcJwE""]",מעלות שמחה 3 מודיעין עילית,,,"[""08-928-5534""]",,,,,"[""recACWDLmmm8pTFhg""]"
recKgg89RSbkQkzda,meser-b-211782,entities,ACTIVE,,"[""recQLkRHkvZAorJIt""]",,"[""recGoUSDlCCKrnIJu""]",שרת 8 כפר יונה,,,"[""09-898-9845""]",,,,,"[""recfiqEQ7WY2ZmwbT""]"
recKO4TNXwt3YvH5y,meser-b-211783,entities,ACTIVE,,"[""rec7r13U4npVziyyR""]",,"[""recscJgVQIb7IWCrC""]",נחל מיכה 7 בית שמש,,,"[""054-844-9280""]",,,,,"[""rec3o2KLi4hHgrNO8""]"
recN4SO9ysuAY8f8K,meser-b-211784,entities,ACTIVE,,"[""rec5NYTn4Lf5ar00m""]",,"[""recAZiPvnCZmbKU5p""]",בהא אל-דין 5 ירושלים,,,"[""02-628-5451""]",,,,,"[""recvX4EeNiFwdbUwF""]"
recMe6SejohsSjKmI,meser-b-211785,entities,ACTIVE,,"[""rec9MXlWIIrsC5QQ8""]",,"[""recAhIFL7iUq1bizO""]",אבן שמואל,,,[],,,,,"[""recJIIqeqhicsNI1W""]"
recOw5c6MNsegXKfz,meser-b-211790,entities,ACTIVE,,"[""rec9lKkJz8NdIw9CV""]",,"[""recgNPS2xIom3oea2""]",שד ששת הימים 204 אילת,,,"[""08-630-7066""]",,,,,
reciI39FVB40ZACVW,meser-b-211791,entities,ACTIVE,,"[""recnlr3gRmfOuvBwz""]",,"[""recweRtruHDV4MpcZ""]",פרלשטיין 20 בת ים,,,[],,,,,"[""recSAQKlP6ZuhgubJ""]"
recmdQyQldLrOzRhr,meser-b-211792,entities,ACTIVE,,"[""rectRjIzwTATjZhwv""]",,"[""receCvlXzTH5UToal""]",שכטרמן 16 נתניה,,,"[""09-882-2151""]",,,,,"[""recgxR3q5AUPtEAPr""]"
recXoguWRwQB5lP8m,meser-b-211801,entities,ACTIVE,,"[""recUkLUqfRFddVzMl""]",,"[""rec5heXtH4Cr7uSbr""]",מעגלות הרב פרדס 1 ירושלים,,,"[""02-563-0007""]",,,,,"[""recLTg4d2HbGDk3Gc""]"
recGRli90j4Vt6ZJU,meser-b-211805,entities,ACTIVE,מרכז כוכב,"[""recr9I456P6EQr6no""]",,"[""recHIFxZ3bj0EndwY""]",מירון 1 כפר ורדים,,,"[""04-957-0129""]",,,,,"[""recGB92AONIaJQwRw""]"
reccIhiETo2Nkn36w,meser-b-211809,entities,ACTIVE,,"[""recNZUmTVjz7hHWL3""]",,"[""recbrIGech8FLGv5v""]",מזרע,,,[],,,,,"[""recuXSrcBl17q6OS2""]"
rechNCWoCTy9yMtB2,meser-b-211810,entities,ACTIVE,,"[""recp90l9VbIURxYP9""]",,"[""recVJ2juIARtPkMHy""]",שכ 61 18 רהט,,,[],,,,,"[""recEV1jx5b6J0RxwF""]"
rec6v63iL1g9rZpfJ,meser-b-211811,entities,ACTIVE,אואאל אלע'ד (אלגד),"[""recfYmcCDrRk5fgDD""]",,"[""recbPNO34raGWthpX""]",דייר אל-אסד,,,"[""052-331-0393""]",,,,,
recNlDoSNvPHwzeHO,meser-b-211812,entities,ACTIVE,,"[""recELpQ7oyuPkCBWL""]",,"[""rec0JQoGtvfVGht0d""]",טורעאן,,,[],,,,,
reco4myZRyyAkY1FO,meser-b-211817,entities,ACTIVE,,"[""rec0FKXBerTa4oUOP""]",,"[""reczmNVbH9tAEvSni""]",ריינה 1 ריינה,,,[],,,,,"[""recwdkn7ljajL6Gxl""]"
recJbyr2fYTl4cZrk,meser-b-211822,entities,ACTIVE,,"[""recjX0C4pnniXOZB5""]",,"[""recEa7HEvUQ28k6b8""]",גן נר,,,"[""04-642-1050""]",,,,,"[""recwmOAFJpXeYxdoq""]"
reccVAP7akWaeKjxs,meser-b-211830,entities,ACTIVE,,"[""recZ6ovc3LF7ngw1f""]",,"[""recC2baOoK3W1FI9o""]",הרצוג 17 שדרות,,,"[""08-910-8630""]",,,,,
recGOqCZhT1Xy0xeD,meser-b-211833,entities,ACTIVE,,"[""recEsZnFcXxF75FMC""]",,"[""recjSkCd5YB08mGRM""]",א.מ שד' נוה יעקב 38/38 ירושלים,,,"[""02-583-4473""]",,,,,
recjNDxbrC8qn7a0Y,meser-b-211834,entities,ACTIVE,,"[""recaTfN8aR1QpHCRM""]",,"[""recM8yBZUtK9ynbio""]",קהילות יעקב 10 ירושלים,,,"[""02-571-0978""]",,,,,
recxWtZISHldefbz3,meser-b-211847,entities,ACTIVE,מיכל,"[""rec82WT0MU8IU6Pec""]",,"[""recQE8RMreheq24uE""]",קפלנסקי 3 חולון,,,"[""03-644-2427""]",,,,,"[""rectnOBbbOZd1e5bV""]"
rec3HLXCTu9FXvTel,meser-b-211848,entities,ACTIVE,,"[""recbII3qVYGoVDgaT""]",,"[""recVlHULTha3HPYoJ""]",ביר הדאג',,,[],,,,,"[""recTsQerWwSWNUauL""]"
rec5GCA2u9aeF4ctq,meser-b-211849,entities,ACTIVE,,"[""recW8br32zGv5kgtP""]",,"[""recTrZFSgIV17xQgX""]",הארז 46 קרית גת,,,"[""08-662-0872""]",,,,,"[""recD4HxdldnoTvLEn""]"
recyqqNXYMzYfx4AV,meser-b-211859,entities,ACTIVE,,"[""recA0YCRjCTKFJp0J""]",,"[""rec2tP08yCzRuHy6y""]",סורוצקין 1 ירושלים,,,"[""073-270-0700""]",,,,,"[""recgvcytUIj48ZAzP""]"
recIx8L5Nigtv5ULU,meser-b-211860,entities,ACTIVE,,"[""rec0pOgf1XySvLi28""]",,"[""reco8NJzKEG72DK50""]",ירושלים,,,[],,,,,"[""rec6aC2i171b7UkoN""]"
recHLSFma3uqoiR3l,meser-b-211872,entities,ACTIVE,,"[""rec3kO28XVKtF0IuF""]",,"[""rec0BQzm6lvc8h8i2""]",שבזי 77 ראש העין,,,"[""03-938-2905""]",,,,,"[""recHZ0XMxWE4FhB7L""]"
recDg4BqipN5d7fjP,meser-b-211875,entities,ACTIVE,,"[""recW8br32zGv5kgtP""]",,"[""recTrZFSgIV17xQgX""]",הארז 46 קרית גת,,,"[""08-662-0872""]",,,,,"[""recmqYLvxTouKSzXG""]"
recOjkzCabS4gTQox,meser-b-211881,entities,ACTIVE,,"[""recOYypDIrDyv8mDu""]",,"[""recR0CO85yRIgj1pd""]","יל""ג 5 חיפה",,,"[""04-844-6445""]",,,,,
recUCQh5cYmbgNpdl,meser-b-211885,entities,ACTIVE,,"[""recnUxP5dzfVC7eIh""]",,"[""recaDwCbY3mj1XdrL""]",מגדל 6 מגדל,,,"[""04-671-7770""]",,,,,"[""recVIKcBRoYEIi8YF""]"
recS0tsPud21omvAK,meser-b-211928,entities,ACTIVE,,"[""recpEo4PmRSBml2oV""]",,"[""recE0rm8gu9mdlEvV""]",בית אלעזרי,,,"[""08-949-1580""]",,,,,"[""recf7nckvieQzizqd""]"
recyOCg81ed7EYS58,meser-b-211929,entities,ACTIVE,,"[""recABO9CPcfLXqJSc""]",,"[""recMS0QApDK8Izev4""]",דהומיי 16 ירושלים,,,"[""02-643-3411""]",,,,,"[""rec0dQMf5nHy3zoG4""]"
recWQIHah2Rc8XZR1,meser-b-211930,entities,ACTIVE,,"[""reca9tfKF0NcqKzXE""]",,"[""reciHy7mK7mGdIvAe""]",רקנטי אברהם 6 ירושלים,,,"[""02-586-7662""]",,,,,"[""rec2uK41M1YicpFOj""]"
recfJBCo0rOzR3u7g,meser-b-211931,entities,ACTIVE,,"[""recdctRHopZT4hv1e""]",,"[""recleC1XziR9MYAFf""]",השקד 6 אופקים,,,"[""08-992-6604""]",,,,,"[""recmIcUz519wozpRe""]"
recXk2sdangSk7rOs,meser-b-211936,entities,ACTIVE,,"[""recZpjspiIDcmpzUB""]",,"[""recg5bSyktWmJWzoA""]",א.מ צמרות השרון 1 כפר יונה,,,"[""09-894-1349""]",,,,,"[""reculDoM94ieRenXs""]"
recOohwHDizcRcXjl,meser-b-211939,entities,ACTIVE,,"[""recIhRnvLrznL4h7T""]",,"[""recfP1fKE0xWimPKb""]",הרב גרוסברד 7 בני ברק,,,"[""03-574-1906""]",,,,,"[""recxAGpZQKy5uCaaW""]"
recikjVDpJFpVvJT6,meser-b-211948,entities,ACTIVE,,"[""rec72Zj1TDqsdnghq""]",,"[""recFpf7eiMpWqoPVV""]",חפץ חיים,,,"[""03-578-3410""]",,,,,"[""reccRgWbPh4oyevxz""]"
recoTKFle8tUjZO78,meser-b-211949,entities,ACTIVE,,"[""recezGINBYMq1G70W""]",,"[""rec2JFLb1FAEFnXW4""]","א.מ כפר חבד 117 כפר חב""ד",,,"[""03-960-0667""]",,,,,"[""recFs3yHbqdUdLE5T""]"
recNqNByrvkmBtiN2,meser-b-211950,entities,ACTIVE,,"[""reczxc2ftYCroliPN""]",,"[""reclpaD21CMUEb87g""]",הפסגה 24 ירושלים,,,"[""02-652-7007""]",,,,,"[""recgaTnoUtdMGGy9B""]"
recWehFOf5XCLv8m4,meser-b-211951,entities,ACTIVE,,"[""recKcxJK4EDDqRDez""]",,"[""recLOQYjSPDdmiX9G""]",אהבת שלום 24 בני ברק,,,"[""03-674-1122""]",,,,,"[""receo39rXHk5upcZs""]"
rec26SLJtObzFSZN6,meser-b-211956,entities,ACTIVE,,"[""recbvdNOVujxxPaCr""]",,"[""reckK9foN4g3mYil1""]",א.מ מרכז שוהם 49 מבוא מודיעים,,,[],,,,,"[""rec7uA5egoDchCF23""]"
recRuljPQect671Zf,meser-b-211957,entities,ACTIVE,,"[""rec8d09EtYskSHLh2""]",,"[""rec7j7uEEKEOUHVOJ""]",יששכר 3 ירושלים,,,"[""02-673-4237""]",,,,,"[""recnZjoxgYfpzTRoY""]"
recxhTfY9zvjehztU,meser-b-211975,entities,ACTIVE,,"[""recjgOArCOykqIgmu""]",,"[""recWlDdSd0XQIxeCT""]",תל שבע,,,[],,,,,"[""recmszEbWqQPNQ8Ii""]"
recDoZlvSHlRXtuWx,meser-b-211995,entities,ACTIVE,,"[""recELpQ7oyuPkCBWL""]",,"[""reck1KS65PR7uDfCF""]",נחל דולב 16 בית שמש,,,"[""050-216-1342""]",,,,,
rec8shOgzhBZeXjGA,meser-b-212021,entities,ACTIVE,,"[""reckAC2Qo55tIv8Ky""]",,"[""rec8nJkHfESdlFdpX""]",כפר המכבי,,,"[""04-847-8124""]",,,,,"[""recEwDmnOd7ZYuGmV""]"
recV9rqHjTW6rAj5F,meser-b-212022,entities,ACTIVE,,"[""recHlm8Or8Ik1cv5B""]",,"[""rec5yfKfWXvJlrhSp""]",בן יאיר אלעזר 28 ערד,,,"[""08-955-1503""]",,,,,"[""recQ0er3RN8Ugmz9m""]"
recDZKUl0X03kznp3,meser-b-212023,entities,ACTIVE,רובין,"[""recOr4Qb50nazP5li""]",,"[""recz1Yz5hXVW4wcjj""]",בורנשטיין צבי 1/1 ירוחם,,,"[""08-658-0151""]",,,,,"[""recK1MdF9qVTjh4d0""]"
recGPZoX1DhntAWCJ,meser-b-212024,entities,ACTIVE,,"[""rec8GdmziAR8uvy6Q""]",,"[""recVw0dD5jRMmPlow""]",דימונה,,,"[""08-656-3108""]",,,,,"[""recEIS48EAq6iCD8f""]"
recAzFMuqNxkMIlC6,meser-b-212034,entities,ACTIVE,,"[""rechJi1fkOXMbkG4v""]",,"[""recd3J2XIVUqwy2FO""]",א.מ יחיעם 33 כרמיאל,,,[],,,,,"[""recyt5tY9f02oBMVp""]"
recHveYJ2OeuVWqwk,meser-b-212047,entities,ACTIVE,,"[""recV4mkdhazKQRNEP""]",,"[""recNe1I3uKZf1WHlf""]",א.מ חזון איש 14 מודיעין עילית,,,"[""072-220-2005""]",,,,,
recMp7lcRp8LOT3Qz,meser-b-212058,entities,ACTIVE,,"[""rec9lKkJz8NdIw9CV""]",,"[""recgNPS2xIom3oea2""]",שד ששת הימים 204 אילת,,,"[""08-630-7066""]",,,,,"[""recSMVNQ5fqclHlcc""]"
recwi431dfFQm6gnK,meser-b-212060,entities,ACTIVE,,"[""recYmeQZbF9VfhIMJ""]",,"[""recOL1FU6MirUaciH""]",גרניט 1 אילת,,,"[""08-637-7390""]",,,,,"[""recKtYTi2qgDUTzqr""]"
rec6n0pzH6pAoveMq,meser-b-212062,entities,ACTIVE,,"[""recfbqj5KviwNBUcL""]",,"[""recNfMNihogcE0rpc""]",מאור עינים 4 תל אביב - יפו,,,[],,,,,"[""recgnWpjpJ9ciE2Fk""]"
recbiwaXmCJ6XJ6Ii,meser-b-212066,entities,ACTIVE,,"[""recYeq8NJvLxKp0Jl""]",,"[""recFpUeS09ujvb3m2""]",ז'בוטינסקי 39 נהריה,,,"[""04-992-7363""]",,,,,"[""recMDPbMNlcDHcy5C""]"
recNBdNBpyVJPl67d,meser-b-212067,entities,ACTIVE,בית דינה,"[""recrEhA2R5SRvIatE""]",,"[""recBZikiONLzucgTg""]",אדם הכהן 3 חיפה,,,[],,,,,"[""rec8JOSl0xBcwSYMZ""]"
recU02kz48DlKjbNH,meser-b-212069,entities,ACTIVE,,"[""rec6QmGZORKNKxEGb""]",,"[""rec8GfwuYrGfd5ZjH""]",א.מ ארזים 3 קרית ים,,,"[""04-822-9948""]",,,,,
recKgnVdp1bLVKYB7,meser-b-212075,entities,ACTIVE,,"[""rec0FKXBerTa4oUOP""]",,"[""rec7nR1Zisi2G4Ytc""]",כפר כנא,,,"[""04-626-6385""]",,,,,"[""recgX6taaqC4ITX1x""]"
recTMQx7MfGX6idhN,meser-b-212084,entities,ACTIVE,,"[""recGAsWn8K1t5OFGy""]",,"[""recdNGNaEYDQFuKR0""]",א.מ שפרינצק 1 צפת,,,"[""050-415-5568""]",,,,,
rec6JGIj9CAzqIPjK,meser-b-212087,entities,ACTIVE,,"[""recb7tX6M1zW5REnQ""]",,"[""recjWigsc8VOtwiQC""]",א-זהראווי 1 טירה,,,[],,,,,"[""recXIMcza6l3odhf4""]"
recgQPTsVx2VVBCbl,meser-b-212098,entities,ACTIVE,,"[""recJsmeyGMtWpEH0V""]",,"[""recpxJKjNklltaRk1""]",הארי הקדוש 17 אשדוד,,,"[""08-866-5757""]",,,,,
recVlFVjZp2ctReN8,meser-b-212105,entities,ACTIVE,ים סוף,"[""recwpMTZZ3XqI76BB""]",,"[""recXxWjoHaEzDRhB6""]",ים סוף 36 ירושלים,,,"[""02-633-8504""]",,,,,"[""rec1FUQtkHnmCm2jL""]"
recL6gnTEtKXw3msB,meser-b-212106,entities,ACTIVE,,"[""recRe4cYRi1yPnB7n""]",,"[""rec6cWp9pmIAf8TwX""]",אבי עזרי 12 מודיעין עילית,,,"[""08-979-2255""]",,,,,
recfjuZUSsx1QaZfr,meser-b-212113,entities,ACTIVE,,"[""rec3k8G5wKr9rKV7u""]",,"[""rec5fBv6rTFp0kJbB""]",טמרה,,,"[""04-994-8104""]",,,,,
recacla4vc72WrP73,meser-b-212132,entities,ACTIVE,,"[""rec21mxaNpf7YmzNr""]",,"[""rectVMRJgnLJhh6km""]",ארגמן 6 גן יבנה,,,[],,,,,"[""recPRbCyECyGozMJx""]"
rec896BVlvRdtmvfU,meser-b-212133,entities,ACTIVE,,"[""recuwULHdCzWxpcCo""]",,"[""recZoPE0Yy2S9AK8s""]",א.מ האשחר 2 חצור הגלילית,,,"[""04-693-1320""]",,,,,"[""recn3qG32eSkcIyqW""]"
recWpXKmjYpZvsOz1,meser-b-212140,entities,ACTIVE,,"[""recqAY2R4TaFA1Kuc""]",,"[""recOYCDGJCqqA3DLx""]",הרצל 5 אשקלון,,,"[""08-672-5725""]",,,,,"[""recWupKjTEjdKl5d1""]"
rec3gJgsuEeynBMVA,meser-b-212141,entities,ACTIVE,,"[""recqAY2R4TaFA1Kuc""]",,"[""recOYCDGJCqqA3DLx""]",הרצל 5 אשקלון,,,"[""08-672-5725""]",,,,,"[""recAn96x39WEFu6A6""]"
rec3LmLigdl7kVCWN,meser-b-212142,entities,ACTIVE,,"[""recqAY2R4TaFA1Kuc""]",,"[""recOYCDGJCqqA3DLx""]",הרצל 5 אשקלון,,,"[""08-672-5725""]",,,,,"[""rec52BRBd3GfakOBA""]"
rec2CUxA40aODuiqI,meser-b-212143,entities,ACTIVE,,"[""recqAY2R4TaFA1Kuc""]",,"[""recOYCDGJCqqA3DLx""]",הרצל 5 אשקלון,,,"[""08-672-5725""]",,,,,"[""recBjdCc5VXMXDZDt""]"
recBHysVzdV5KBmKU,meser-b-212144,entities,ACTIVE,,"[""recqAY2R4TaFA1Kuc""]",,"[""recOYCDGJCqqA3DLx""]",הרצל 5 אשקלון,,,"[""08-672-5725""]",,,,,"[""recM1wNk4a95ww5W4""]"
recBnKxAgHEaU1KOn,meser-b-212146,entities,ACTIVE,,"[""rec3vSlceEP8rC45F""]",,"[""rec9kjoGc8tbYIuxa""]",רהט 960 רהט,,,"[""04-699-0314""]",,,,,"[""recDRz2lmfDXrZ8Xn""]"
recbUsC5RZSew3r4x,meser-b-212149,entities,ACTIVE,,"[""recqAY2R4TaFA1Kuc""]",,"[""rec3C41grTI7VknM4""]",דרך קדם 3 מעלה אדומים,,,"[""050-829-6451""]",,,,,"[""recrfZAXnfoA5XScM""]"
